row_id,num_sold
26445,366.3328
26446,623.0574
26447,168.41335
26448,337.56573
26449,571.31915
26450,154.47176
26451,530.48346
26452,787.2511
26453,266.9095
26454,262.8613
26455,428.2039
26456,118.65282
26457,435.37936
26458,701.45215
26459,197.54272
26460,211.1007
26461,380.30957
26462,93.311905
26463,366.32867
26464,623.0533
26465,168.40924
26466,338.9886
26467,572.742
26468,154.53638
26469,531.07587
26470,787.84344
26471,267.17377
26472,262.8662
26473,428.2088
26474,118.65773
26475,435.38428
26476,701.4571
26477,197.54764
26478,222.40936
26479,409.5887
26480,100.7407
26481,376.88443
26482,648.1339
26483,174.83289
26484,347.4888
26485,586.00287
26486,157.9399
26487,538.57623
26488,798.10986
26489,283.26636
26490,275.921
26491,458.0616
26492,125.218216
26493,448.68744
26494,721.68243
26495,210.61531
26496,248.89552
26497,455.6035
26498,112.99234
26499,419.23972
26500,684.5212
26501,198.60616
26502,371.12454
26503,593.3751
26504,185.69571
26505,571.275
26506,799.90497
26507,317.09186
26508,294.54303
26509,493.52036
26510,134.14441
26511,486.62592
26512,739.86127
26513,240.33974
26514,238.18631
26515,444.7177
26516,107.461044
26517,408.22906
26518,677.9367
26519,189.35939
26520,369.32794
26521,593.04846
26522,183.72086
26523,570.809
26524,799.69604
26525,315.40207
26526,289.78574
26527,490.43448
26528,129.68532
26529,481.2234
26530,736.74225
26531,233.63402
26532,185.62683
26533,357.9197
26534,83.57916
26535,344.67712
26536,609.0808
26537,152.57043
26538,329.7587
26539,567.37256
26540,146.84445
26541,526.1637
26542,786.0445
26543,258.6225
26544,235.75978
26545,407.80246
26546,102.4563
26547,413.29663
26548,689.2345
26549,176.75288
26550,185.46219
26551,357.75507
26552,83.4363
26553,344.55075
26554,608.9544
26555,152.51752
26556,329.87488
26557,567.4888
26558,146.59543
26559,525.85266
26560,785.7334
26561,258.38492
26562,235.65302
26563,407.69568
26564,102.3939
26565,413.20807
26566,689.14594
26567,176.73778
26568,185.45499
26569,357.74786
26570,83.42909
26571,344.54517
26572,608.94885
26573,152.51195
26574,329.6796
26575,567.29346
26576,146.51314
26577,525.2426
26578,785.1234
26579,258.13242
26580,235.62761
26581,407.6703
26582,102.3685
26583,413.18268
26584,689.12054
26585,176.71239
26586,185.44171
26587,357.7346
26588,83.415825
26589,344.53027
26590,608.93396
26591,152.49704
26592,331.10245
26593,568.7164
26594,146.57776
26595,525.83496
26596,785.71576
26597,258.3967
26598,235.63252
26599,407.6752
26600,102.37342
26601,413.1876
26602,689.1255
26603,176.4303
26604,195.61378
26605,388.03815
26606,87.58515
26607,353.21597
26608,634.107
26609,154.9764
26610,342.64545
26611,584.51917
26612,152.49312
26613,534.8912
26614,797.14215
26615,275.37265
26616,250.45674
26617,440.93665
26618,108.33445
26619,426.70245
26620,711.8967
26621,187.46529
26622,233.31032
26623,443.44424
26624,105.14887
26625,406.97928
26626,677.8028
26627,187.32043
26628,369.06003
26629,593.51697
26630,183.18814
26631,570.7337
26632,800.1712
26633,315.2127
26634,289.3874
26635,490.25876
26636,128.82547
26637,480.0182
26638,736.56714
26639,232.36682
26640,233.54112
26641,443.6073
26642,105.39015
26643,407.15472
26644,677.9367
26645,188.18137
26646,369.14203
26647,593.59894
26648,183.34369
26649,570.809
26650,800.2465
26651,315.40207
26652,289.63086
26653,490.43448
26654,129.12636
26655,480.2348
26656,736.74225
26657,232.68727
26658,184.7352
26659,357.72336
26660,83.41595
26661,338.9702
26662,605.2831
26663,146.73723
26664,328.4714
26665,567.0631
26666,145.54178
26667,525.4048
26668,786.5949
26669,257.32022
26670,234.7755
26671,407.43216
26672,101.86154
26673,411.28586
26674,688.9246
26675,174.55693
26676,184.57056
26677,357.55872
26678,83.27309
26679,338.8438
26680,605.1567
26681,146.6843
26682,328.5876
26683,567.1793
26684,145.29276
26685,525.09375
26686,786.2839
26687,257.0826
26688,234.66873
26689,407.32538
26690,101.79913
26691,411.1973
26692,688.836
26693,174.54182
26694,184.56335
26695,357.5515
26696,83.26588
26697,338.83826
26698,605.1511
26699,146.67873
26700,328.3923
26701,566.984
26702,145.21046
26703,524.4837
26704,785.6738
26705,256.8301
26706,234.64333
26707,407.3
26708,101.773735
26709,411.1719
26710,688.8106
26711,174.51643
26712,184.503
26713,357.53824
26714,83.25261
26715,338.689
26716,605.04895
26717,146.51933
26718,329.68585
26719,573.8843
26720,144.52359
26721,525.07605
26722,791.5572
26723,256.38928
26724,234.4766
26725,408.97208
26726,101.63269
26727,411.17682
26728,690.33875
26729,174.49768
26730,195.19049
26731,389.38922
26732,87.377266
26733,349.56674
26734,633.19775
26735,151.11676
26736,342.39914
26737,592.2079
26738,151.77467
26739,534.9711
26740,804.6555
26741,274.87848
26742,250.2525
26743,444.0559
26744,108.1559
26745,426.71484
26746,714.91693
26747,187.47768
26748,233.32272
26749,444.9413
26750,105.12429
26751,406.99167
26752,679.2998
26753,187.30006
26754,369.107
26755,599.8035
26756,183.2351
26757,570.921
26758,806.2824
26759,315.39996
26760,289.3548
26761,492.69794
26762,128.7929
26763,480.03058
26764,738.73566
26765,232.37921
26766,233.55353
26767,445.10434
26768,105.36557
26769,407.1671
26770,679.4338
26771,188.16098
26772,369.189
26773,599.8855
26774,183.39066
26775,570.9963
26776,806.35767
26777,315.58936
26778,289.59827
26779,492.87363
26780,129.09378
26781,480.2472
26782,738.91077
26783,232.69968
26784,184.6019
26785,357.72336
26786,83.41174
26787,338.74963
26788,605.1958
26789,146.59274
26790,328.3421
26791,572.54047
26792,144.79028
26793,525.4048
26794,791.8859
26795,256.6151
26796,234.60385
26797,409.09933
26798,101.715576
26799,411.28586
26800,690.44775
26801,174.53328
26802,184.43726
26803,357.55872
26804,83.26888
26805,338.62326
26806,605.0694
26807,146.53983
26808,328.45828
26809,572.6567
26810,144.54126
26811,525.2522
26812,793.649
26813,256.5662
26814,234.60606
26815,410.2132
26816,101.478165
26817,411.77127
26818,696.26855
26819,174.60265
26820,184.8919
26821,359.68112
26822,83.27209
26823,339.01602
26824,612.7587
26825,146.59903
26826,329.51938
26827,579.06256
26828,144.68657
26829,525.6133
26830,800.97974
26831,256.79044
26832,235.51628
26833,413.45938
26834,101.643616
26835,412.14285
26836,698.3026
26837,174.86032
26838,185.11931
26839,360.6348
26840,83.4271
26841,339.12482
26842,612.74384
26843,146.58412
26844,330.94223
26845,580.4854
26846,144.75119
26847,526.2057
26848,801.5721
26849,257.05475
26850,235.5212
26851,413.4643
26852,101.64853
26853,412.14777
26854,698.3075
26855,174.86523
26856,178.1096
26857,382.2783
26858,88.07847
26859,326.27927
26860,621.28357
26861,149.55905
26862,342.87958
26863,599.1291
26864,150.53316
26865,536.1363
26866,814.4008
26867,274.3704
26868,217.7604
26869,439.63962
26870,105.44788
26871,387.3224
26872,722.3108
26873,184.7863
26874,218.9095
26875,431.57895
26876,104.366974
26877,386.68027
26878,664.10114
26879,185.11134
26880,370.7186
26881,605.7342
26882,183.44301
26883,572.07446
26884,810.7478
26885,315.47055
26886,261.84082
26887,485.78754
26888,125.579185
26889,439.89944
26890,740.0071
26891,223.43312
26892,219.09439
26893,431.6234
26894,104.50075
26895,386.83603
26896,664.11646
26897,185.87483
26898,370.73837
26899,605.75397
26900,183.56422
26901,572.0793
26902,810.75256
26903,315.61063
26904,261.88757
26905,485.7665
26906,125.61376
26907,439.94083
26908,740.00696
26909,223.57835
26910,169.44472
26911,356.26846
26912,85.25719
26913,317.23633
26914,598.43445
26915,145.48174
26916,328.9932
26917,580.621
26918,144.0351
26919,527.3934
26920,810.67395
26921,256.733
26922,206.81773
26923,411.502
26924,102.05223
26925,374.75604
26926,708.4273
26927,175.4901
26928,169.77486
26929,358.32843
26930,85.27006
26931,317.49524
26932,604.62354
26933,145.60542
26934,329.5619
26935,584.37933
26936,143.68243
26937,527.29376
26938,815.5143
26939,256.54208
26940,207.02621
26941,412.22632
26942,102.18219
26943,375.03247
26944,713.40094
26945,175.51607
26946,169.77803
26947,358.33163
26948,85.27324
26949,317.50006
26950,604.62836
26951,145.61024
26952,329.37698
26953,584.19446
26954,143.61053
26955,526.6941
26956,814.9146
26957,256.3
26958,206.99918
26959,412.19928
26960,102.15516
26961,375.00705
26962,713.37555
26963,175.49068
26964,169.75357
26965,358.30716
26966,85.24877
26967,317.47397
26968,604.60223
26969,145.58414
26970,330.78946
26971,585.60693
26972,143.66476
26973,527.27606
26974,815.4966
26975,256.55386
26976,207.00572
26977,412.2058
26978,102.16171
26979,375.01196
26980,713.38043
26981,175.49559
26982,178.48752
26983,384.68384
26984,88.23786
26985,326.555
26986,627.91736
26987,149.75807
26988,343.23514
26989,604.40454
26990,150.67471
26991,536.67615
26992,827.97815
26993,275.0862
26994,218.33582
26995,445.43143
26996,105.80932
26997,387.928
26998,736.49603
26999,185.31978
27000,219.22197
27001,433.62427
27002,104.46092
27003,386.9466
27004,669.0855
27005,185.30096
27006,371.4526
27007,609.79614
27008,183.95848
27009,572.85565
27010,817.07355
27011,316.42313
27012,262.35568
27013,490.26166
27014,125.875534
27015,440.49716
27016,747.1389
27017,223.95416
27018,219.40686
27019,433.78677
27020,104.35544
27021,387.0099
27022,670.86414
27023,185.87593
27024,371.4807
27025,610.36145
27026,184.11798
27027,572.89325
27028,821.5115
27029,316.7732
27030,262.30563
27031,491.78302
27032,125.65723
27033,440.37436
27034,752.39404
27035,224.11243
27036,169.81146
27037,359.78445
27038,85.30936
27039,317.32184
27040,609.96387
27041,145.52374
27042,329.21576
27043,586.1023
27044,143.82826
27045,527.60486
27046,824.4531
27047,256.70578
27048,207.04366
27049,414.00928
27050,102.1054
27051,374.86124
27052,721.93115
27053,175.36226
27054,169.75883
27055,359.60645
27056,85.157974
27057,317.3144
27058,609.831
27059,145.45778
27060,329.3961
27061,586.225
27062,143.5972
27063,527.3311
27064,824.1217
27065,256.44785
27066,207.03
27067,413.93796
27068,102.08992
27069,374.87143
27070,721.8836
27071,175.38823
27072,169.76201
27073,359.60962
27074,85.161156
27075,317.3192
27076,609.8358
27077,145.4626
27078,329.2112
27079,586.0401
27080,143.5253
27081,526.73145
27082,823.52203
27083,256.20572
27084,207.00296
27085,413.91092
27086,102.06288
27087,374.846
27088,721.8582
27089,175.36284
27090,169.73755
27091,359.58514
27092,85.13669
27093,317.29312
27094,609.80975
27095,145.4365
27096,330.62366
27097,587.4526
27098,143.57953
27099,527.3134
27100,824.104
27101,256.45963
27102,207.0095
27103,413.91748
27104,102.06944
27105,374.85092
27106,721.86316
27107,175.36775
27108,178.43887
27109,386.31796
27110,88.09316
27111,326.2724
27112,633.4119
27113,149.50871
27114,343.07983
27115,606.57336
27116,150.59998
27117,536.68787
27118,836.87256
27119,275.2396
27120,218.28699
27121,447.48514
27122,105.664444
27123,387.6259
27124,746.03674
27125,185.32419
27126,218.6343
27127,434.7193
27128,103.95005
27129,386.58545
27130,673.7543
27131,185.01665
27132,371.57562
27133,611.9961
27134,183.98544
27135,572.88226
27136,823.42706
27137,316.7244
27138,262.14185
27139,492.5358
27140,125.556496
27141,440.2887
27142,754.70386
27143,224.0681
27144,218.72432
27145,435.05917
27146,104.07469
27147,386.63055
27148,674.8008
27149,185.7552
27150,371.59537
27151,612.2162
27152,184.10666
27153,572.887
27154,824.15857
27155,316.86444
27156,262.17947
27157,492.51477
27158,125.59107
27159,440.33008
27160,754.70374
27161,224.21333
27162,169.58331
27163,359.66663
27164,85.19151
27165,316.68323
27166,611.21106
27167,145.18982
27168,328.61475
27169,586.9409
27170,143.34674
27171,527.5524
27172,826.84827
27173,256.65338
27174,206.85574
27175,414.9499
27176,102.03696
27177,374.66208
27178,724.39777
27179,175.2387
27180,169.53006
27181,359.48798
27182,85.03951
27183,316.67578
27184,611.07825
27185,145.12386
27186,328.7951
27187,587.0636
27188,143.11566
27189,527.2787
27190,826.5169
27191,256.39545
27192,206.84209
27193,414.87854
27194,102.02147
27195,374.67224
27196,724.3503
27197,175.26466
27198,169.53323
27199,359.49115
27200,85.042694
27201,316.6806
27202,611.08307
27203,145.12868
27204,328.6102
27205,586.8787
27206,143.04376
27207,526.6791
27208,825.91724
27209,256.15332
27210,206.81505
27211,414.8515
27212,101.99443
27213,374.64685
27214,724.3249
27215,175.23927
27216,169.50877
27217,359.46667
27218,85.01823
27219,316.6545
27220,611.05695
27221,145.10257
27222,329.87427
27223,588.14276
27224,142.9496
27225,527.14545
27226,827.95825
27227,256.475
27228,206.57414
27229,414.82306
27230,102.00099
27231,374.2089
27232,726.56067
27233,175.23123
27234,177.90286
27235,386.49503
27236,88.05242
27237,324.21445
27238,637.9953
27239,149.23892
27240,342.31522
27241,608.43933
27242,150.0012
27243,536.47205
27244,842.9813
27245,275.48804
27246,217.85722
27247,449.67786
27248,105.682495
27249,386.54776
27250,752.1768
27251,185.48239
27252,218.05278
27253,435.1585
27254,103.82907
27255,385.623
27256,677.72626
27257,184.97664
27258,372.2879
27259,613.5489
27260,184.70375
27261,572.88226
27262,826.3497
27263,316.87796
27264,261.8515
27265,493.05756
27266,125.479095
27267,439.9796
27268,757.9506
27269,224.13118
27270,218.23767
27271,435.20297
27272,103.962845
27273,385.77875
27274,677.74164
27275,185.74013
27276,372.30765
27277,613.56866
27278,184.82497
27279,572.887
27280,826.3545
27281,317.018
27282,261.89825
27283,493.03653
27284,125.51367
27285,440.021
27286,757.95044
27287,224.2764
27288,169.15738
27289,359.5731
27290,85.184746
27291,315.3086
27292,613.8164
27293,145.1701
27294,328.08688
27295,587.24915
27296,142.98471
27297,527.3264
27298,829.6587
27299,256.64664
27300,206.47554
27301,415.26825
27302,102.03019
27303,373.69678
27304,727.94885
27305,175.21898
27306,169.10413
27307,359.39447
27308,85.03275
27309,315.30118
27310,613.6836
27311,145.10414
27312,328.2672
27313,587.3718
27314,142.75363
27315,527.0527
27316,829.3273
27317,256.38867
27318,206.46188
27319,415.1969
27320,102.01471
27321,373.70697
27322,727.9013
27323,175.24495
27324,169.1073
27325,359.70047
27326,85.04879
27327,315.31885
27328,613.6884
27329,145.12183
27330,327.5778
27331,586.68243
27332,142.13446
27333,526.453
27334,828.72766
27335,256.10382
27336,206.43484
27337,415.47272
27338,101.98767
27339,373.68158
27340,728.0999
27341,175.21956
27342,169.09569
27343,359.67603
27344,85.02433
27345,315.29276
27346,613.88635
27347,145.09572
27348,328.99026
27349,588.09485
27350,142.18869
27351,527.035
27352,829.5336
27353,256.4255
27354,206.52313
27355,415.47928
27356,101.994225
27357,373.76822
27358,728.10486
27359,175.22447
27360,176.83188
27361,392.7951
27362,88.134026
27363,325.4649
27364,658.9527
27365,148.90442
27366,339.56546
27367,608.7894
27368,150.50587
27369,534.9841
27370,843.42096
27371,276.34308
27372,214.10812
27373,457.56317
27374,104.24895
27375,387.56555
27376,754.094
27377,183.94456
27378,222.53395
27379,443.06042
27380,103.94137
27381,394.69098
27382,690.87714
27383,185.3423
27384,371.5003
27385,613.78973
27386,185.13057
27387,571.9713
27388,826.8323
27389,317.33868
27390,267.5283
27391,500.5119
27392,124.47695
27393,446.7238
27394,758.09937
27395,223.49858
27396,222.74509
27397,443.10486
27398,104.0644
27399,394.84674
27400,690.8925
27401,186.10579
27402,371.5118
27403,613.8012
27404,185.22713
27405,571.97614
27406,826.8371
27407,317.47876
27408,267.58777
27409,500.5036
27410,124.5338
27411,446.77036
27412,758.1044
27413,223.64899
27414,168.51678
27415,364.42548
27416,85.18258
27417,315.38977
27418,632.44464
27419,144.57524
27420,325.88107
27421,588.2414
27422,144.12794
27423,526.07874
27424,830.6274
27425,257.87732
27426,203.55164
27427,424.2767
27428,100.68005
27429,374.89514
27430,730.46155
27431,173.70107
27432,168.34525
27433,364.56363
27434,85.06045
27435,315.27322
27436,632.3281
27437,144.53215
27438,325.95523
27439,588.31555
27440,143.84837
27441,525.73114
27442,830.2797
27443,257.65607
27444,203.51842
27445,424.2435
27446,100.75232
27447,374.8662
27448,730.4326
27449,173.78654
27450,168.34799
27451,364.56638
27452,85.097275
27453,315.27762
27454,632.3325
27455,144.57062
27456,325.78738
27457,588.38007
27458,143.8721
27459,525.14856
27460,829.9295
27461,257.4567
27462,203.53891
27463,424.49634
27464,100.81091
27465,374.88834
27466,730.6871
27467,173.84679
27468,168.40543
27469,364.84732
27470,85.20658
27471,315.3246
27472,632.6118
27473,144.66945
27474,327.21027
27475,589.8029
27476,143.9436
27477,525.7409
27478,830.52185
27479,257.79565
27480,203.54547
27481,424.5029
27482,100.824356
27483,374.89325
27484,730.692
27485,173.85858
27486,177.00171
27487,393.4981
27488,88.39098
27489,325.61
27490,659.33014
27491,149.12047
27492,339.68207
27493,609.1384
27494,150.69296
27495,535.0848
27496,843.754
27497,276.62683
27498,214.2582
27499,457.9456
27500,104.47867
27501,387.69974
27502,754.4605
27503,184.26228
27504,222.69539
27505,443.75504
27506,104.17064
27507,394.83606
27508,691.2546
27509,185.53906
27510,371.6085
27511,614.13025
27512,185.3024
27513,572.072
27514,827.16534
27515,317.6156
27516,267.66998
27517,500.88593
27518,124.678986
27519,446.85794
27520,758.4659
27521,223.79701
27522,222.90652
27523,443.7995
27524,104.28885
27525,394.99182
27526,691.2699
27527,186.29773
27528,371.0298
27529,614.1418
27530,185.3671
27531,572.0768
27532,827.1701
27533,317.75082
27534,267.04538
27535,500.88498
27536,124.73838
27537,446.72708
27538,758.47095
27539,223.94258
27540,168.47845
27541,365.09778
27542,85.42378
27543,315.33524
27544,632.79987
27545,144.78407
27546,325.11096
27547,588.4346
27548,144.26486
27549,525.99457
27550,830.93823
27551,258.0413
27552,203.49355
27553,425.21063
27554,100.89402
27555,374.80203
27556,730.79376
27557,173.89137
27558,168.25928
27559,365.77164
27560,85.24882
27561,315.16458
27562,632.6357
27563,144.69785
27564,324.40427
27565,588.4611
27566,143.94861
27567,525.59937
27568,830.54297
27569,257.73047
27570,203.4084
27571,425.1255
27572,100.87568
27573,374.74234
27574,730.725
27575,173.89607
27576,168.24864
27577,365.761
27578,85.2313
27579,315.15558
27580,632.6267
27581,144.68196
27582,324.20557
27583,588.2624
27584,143.85602
27585,524.9859
27586,829.9295
27587,257.46765
27588,203.37794
27589,425.09503
27590,100.83833
27591,374.71353
27592,730.69617
27593,173.86037
27594,168.23537
27595,365.74774
27596,85.224915
27597,315.1407
27598,632.6118
27599,144.67395
27600,325.62842
27601,589.68524
27602,143.92752
27603,525.57825
27604,830.52185
27605,257.8066
27606,203.3845
27607,425.1016
27608,100.851776
27609,374.71844
27610,730.7011
27611,173.87218
27612,176.1707
27613,394.39853
27614,88.40932
27615,325.4261
27616,659.33014
27617,149.12497
27618,338.02863
27619,609.1384
27620,150.67688
27621,534.9221
27622,843.754
27623,276.63782
27624,213.54689
27625,458.54428
27626,104.50609
27627,387.52493
27628,754.4696
27629,184.25085
27630,221.08118
27631,444.65543
27632,104.18898
27633,394.4027
27634,691.2546
27635,185.54356
27636,370.5007
27637,614.13025
27638,185.28632
27639,572.072
27640,827.16534
27641,317.62656
27642,266.17548
27643,501.48462
27644,124.70641
27645,446.53384
27646,758.475
27647,223.8106
27648,220.85786
27649,444.6999
27650,104.309845
27651,393.56204
27652,691.2699
27653,186.38069
27654,370.29605
27655,614.39166
27656,185.41327
27657,571.91705
27658,827.42004
27659,317.797
27660,265.44833
27661,501.60767
27662,124.7611
27663,445.85864
27664,758.6972
27665,224.01385
27666,167.92989
27667,366.49115
27668,85.454666
27669,313.83383
27670,632.99194
27671,145.05428
27672,324.19278
27673,588.83136
27674,144.3283
27675,525.80963
27676,831.335
27677,258.10474
27678,203.23766
27679,425.89212
27680,100.93399
27681,373.9459
27682,731.15784
27683,174.07896
27684,167.71071
27685,366.27194
27686,85.26874
27687,313.66965
27688,632.82776
27689,144.96356
27690,324.18658
27691,588.8252
27692,143.96838
27693,525.3817
27694,830.90704
27695,257.75024
27696,203.14342
27697,425.79788
27698,100.8956
27699,373.87714
27700,731.08905
27701,174.08366
27702,167.70007
27703,366.26132
27704,85.25122
27705,313.66068
27706,632.8187
27707,144.94768
27708,323.98788
27709,588.62646
27710,143.87578
27711,524.76825
27712,830.2936
27713,257.48743
27714,203.11296
27715,425.76743
27716,100.85826
27717,373.8483
27718,731.06024
27719,174.04796
27720,167.6868
27721,366.24805
27722,85.24484
27723,313.64575
27724,632.80383
27725,144.93967
27726,325.41077
27727,590.0494
27728,143.94728
27729,525.3606
27730,830.8859
27731,257.8264
27732,203.11952
27733,425.77396
27734,100.871704
27735,373.85324
27736,731.0652
27737,174.05977
27738,174.65994
27739,394.73544
27740,88.421936
27741,323.562
27742,659.52216
27743,149.32211
27744,337.57578
27745,609.5352
27746,150.72206
27747,534.72986
27748,844.1508
27749,276.68298
27750,212.55104
27751,459.26013
27752,104.51871
27753,386.18848
27754,754.96295
27755,184.632
27756,219.61111
27757,444.9656
27758,104.18433
27759,392.51074
27760,691.66754
27761,185.63684
27762,370.22253
27763,614.3763
27764,185.3103
27765,571.9049
27766,827.4152
27767,317.8472
27768,265.3385
27769,501.86844
27770,124.697845
27771,445.5521
27772,758.94855
27773,224.3955
27774,219.81833
27775,445.00616
27776,104.298615
27777,392.6665
27778,691.68286
27779,186.48706
27780,370.23404
27781,614.38776
27782,185.40204
27783,571.9097
27784,827.42004
27785,317.98242
27786,265.39795
27787,501.86014
27788,124.74986
27789,445.59866
27790,758.9536
27791,224.54108
27792,167.92989
27793,366.74753
27794,85.454666
27795,313.42697
27796,633.1877
27797,145.05428
27798,323.81012
27799,588.83136
27800,144.3283
27801,525.68756
27802,831.335
27803,258.10474
27804,203.12064
27805,426.15356
27806,100.93906
27807,373.58218
27808,731.4193
27809,174.05086
27810,167.70677
27811,366.5244
27812,85.26482
27813,313.2628
27814,633.0235
27815,144.96356
27816,323.80002
27817,588.8213
27818,143.96445
27819,525.2596
27820,830.90704
27821,257.75024
27822,203.02248
27823,426.0554
27824,100.896736
27825,373.51343
27826,731.3505
27827,174.05556
27828,167.69615
27829,366.5138
27830,85.2473
27831,313.25378
27832,633.0145
27833,144.94768
27834,323.60132
27835,588.62256
27836,143.87186
27837,524.6462
27838,830.2936
27839,257.4903
27840,203.02267
27841,426.0556
27842,100.86328
27843,373.48746
27844,731.3246
27845,174.02274
27846,167.74002
27847,366.72656
27848,85.353424
27849,313.26822
27850,633.1979
27851,145.12115
27852,324.90894
27853,590.10156
27854,144.00594
27855,525.2679
27856,830.9153
27857,257.88895
27858,203.05571
27859,426.25754
27860,100.985344
27861,373.51886
27862,731.5249
27863,174.14316
27864,174.74052
27865,395.11423
27866,88.54207
27867,323.2873
27868,659.81256
27869,149.51125
27870,337.34827
27871,609.60114
27872,150.80435
27873,534.67975
27874,844.2228
27875,276.7981
27876,212.68451
27877,459.54504
27878,104.70268
27879,386.32306
27880,755.249
27881,185.30167
27882,219.70668
27883,445.2301
27884,104.28626
27885,392.58246
27886,691.90814
27887,185.90324
27888,370.3184
27889,614.4721
27890,185.39998
27891,571.974
27892,827.4843
27893,317.93686
27894,265.438
27895,502.13684
27896,124.803696
27897,445.65274
27898,759.2181
27899,224.91551
27900,219.91782
27901,445.27457
27902,104.404465
27903,392.73822
27904,691.92346
27905,186.66191
27906,370.3299
27907,614.48364
27908,185.49171
27909,571.9788
27910,827.48914
27911,318.07208
27912,265.49747
27913,502.12854
27914,124.85572
27915,445.6993
27916,759.2231
27917,225.06108
27918,177.85832
27919,375.79782
27920,85.30377
27921,318.90338
27922,641.3165
27923,146.82138
27924,328.25406
27925,594.2755
27926,147.1035
27927,527.09314
27928,833.0896
27929,260.9696
27930,208.88559
27931,430.1557
27932,101.123184
27933,372.92944
27934,733.4678
27935,176.97049
27936,177.64139
27937,375.5809
27938,85.09302
27939,318.7247
27940,641.1379
27941,146.70056
27942,328.2403
27943,594.274
27944,146.73712
27945,526.6584
27946,832.65485
27947,260.60873
27948,208.81915
27949,430.08926
27950,101.133965
27951,372.8805
27952,733.4188
27953,177.476
27954,177.80942
27955,375.8949
27956,85.64588
27957,318.87964
27958,641.4535
27959,147.30302
27960,328.09448
27961,594.321
27962,146.85144
27963,526.08563
27964,832.2872
27965,260.55286
27966,208.87714
27967,430.30472
27968,101.52835
27969,372.9254
27970,733.6359
27971,177.44029
27972,177.79163
27973,376.16605
27974,85.85215
27975,318.94168
27976,641.723
27977,147.53812
27978,329.57382
27979,596.01117
27980,146.99461
27981,526.7345
27982,833.1468
27983,261.00577
27984,209.02849
27985,430.6714
27986,101.84012
27987,373.0751
27988,734.001
27989,177.7809
27990,183.55525
27991,408.9811
27992,89.41157
27993,327.41653
27994,670.0947
27995,151.91753
27996,342.01364
27997,615.9022
27998,154.16211
27999,535.9117
28000,846.63574
28001,279.62357
28002,217.80862
28003,465.20834
28004,106.39205
28005,384.83197
28006,758.09595
28007,189.89525
28008,228.70872
28009,460.799
28010,105.59931
28011,398.93958
28012,701.01917
28013,189.81166
28014,372.88226
28015,618.1106
28016,186.25978
28017,572.8956
28018,829.6721
28019,319.39734
28020,271.73926
28021,508.50864
28022,127.54692
28023,447.8374
28024,762.20447
28025,231.32678
28026,229.15245
28027,461.03128
28028,105.914116
28029,399.26465
28030,701.159
28031,190.68059
28032,372.91653
28033,618.14484
28034,186.3862
28035,572.90045
28036,829.67694
28037,319.47342
28038,272.0313
28039,508.68814
28040,127.7844
28041,448.05325
28042,762.334
28043,231.75291
28044,178.2094
28045,376.48257
28046,86.18067
28047,319.2586
28048,642.0202
28049,147.8179
28050,328.40573
28051,594.8431
28052,147.42325
